url,malicious
"127.0.0.1 - - [28/Apr/2021:21:40:29 -0400] ""GET /dvwa HTTP/1.1"" 404 488 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/favicon.ico HTTP/1.1"" 200 1706 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1954 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:20 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1957 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:42:20 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1954 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:11 -0400] ""POST /DVWA/setup.php HTTP/1.1"" 302 342 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:11 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 2042 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:44:11 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1957 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1446 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:05 -0400] ""POST /DVWA/setup.php HTTP/1.1"" 302 342 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:05 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 2102 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:49:06 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 1952 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:23 -0400] ""POST /DVWA/setup.php HTTP/1.1"" 302 342 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:23 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 2135 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:23 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:28 -0400] ""GET /DVWA/login.php HTTP/1.1"" 200 992 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:28 -0400] ""GET /DVWA/dvwa/css/login.css HTTP/1.1"" 200 741 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:28 -0400] ""GET /DVWA/dvwa/images/login_logo.png HTTP/1.1"" 200 9375 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:44 -0400] ""POST /DVWA/login.php HTTP/1.1"" 302 337 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:53:44 -0400] ""GET /DVWA/login.php HTTP/1.1"" 200 1012 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:08 -0400] ""POST /DVWA/login.php HTTP/1.1"" 302 337 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:08 -0400] ""GET /DVWA/index.php HTTP/1.1"" 200 2877 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/index.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:08 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/index.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:18 -0400] ""GET /DVWA/vulnerabilities/exec/ HTTP/1.1"" 200 1721 ""http://127.0.0.1/DVWA/index.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:18 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 625 ""http://127.0.0.1/DVWA/vulnerabilities/exec/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:54:24 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1675 ""http://127.0.0.1/DVWA/vulnerabilities/exec/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1675 ""http://127.0.0.1/DVWA/vulnerabilities/exec/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 626 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:07 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1674 ""http://127.0.0.1/DVWA/vulnerabilities/exec/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 625 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:09 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:12 -0400] ""GET /DVWA/vulnerabilities/upload/ HTTP/1.1"" 200 1802 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:13 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1674 ""http://127.0.0.1/DVWA/vulnerabilities/upload/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:18 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:21 -0400] ""GET /DVWA/logout.php HTTP/1.1"" 302 336 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:21 -0400] ""GET /DVWA/login.php HTTP/1.1"" 200 1015 ""http://127.0.0.1/DVWA/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:21 -0400] ""GET /DVWA/dvwa/css/login.css HTTP/1.1"" 200 741 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:21 -0400] ""GET /DVWA/dvwa/images/login_logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:58 -0400] ""POST /DVWA/login.php HTTP/1.1"" 302 337 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:58 -0400] ""GET /DVWA/index.php HTTP/1.1"" 200 2877 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:58:58 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 488 ""http://127.0.0.1/DVWA/index.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:59:01 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1631 ""http://127.0.0.1/DVWA/index.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:21:59:01 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1631 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/vulnerabilities/csrf/ HTTP/1.1"" 200 1919 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 626 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/dvwa/images/logo.png HTTP/1.1"" 304 181 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:11:39 -0400] ""GET /DVWA/vulnerabilities/fi/?page=include.php HTTP/1.1"" 200 1631 ""http://127.0.0.1/DVWA/vulnerabilities/csrf/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:25 -0400] ""GET /DVWA/about.php HTTP/1.1"" 200 2294 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:26 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/about.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:28 -0400] ""GET /DVWA/security.php HTTP/1.1"" 200 2383 ""http://127.0.0.1/DVWA/about.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:28 -0400] ""GET /DVWA/dvwa/images/lock.png HTTP/1.1"" 200 1045 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:28 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:31 -0400] ""POST /DVWA/security.php HTTP/1.1"" 302 429 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:31 -0400] ""GET /DVWA/security.php HTTP/1.1"" 200 2398 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [28/Apr/2021:22:12:31 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/security.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
