url,malicious
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=0f8 HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=00 HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=01 HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=02 HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=03 HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=1 HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=10 HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=100 HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=1000 HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=123 HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=2 HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=20 HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=200 HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=2000 HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=2001 HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=2002 HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=2003 HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=3 HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=@ HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Administration HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=DEMO HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Demo HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Log HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Logs HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=PRUEBA HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=PRUEBAS HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Pages HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Prova HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Provas HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Pruebas HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Servlet HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Servlets HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sources HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:04:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Statistics HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Stats HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=TEST HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=TESTS HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Test HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Tests HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=a HTTP/1.1"" 200 1693 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=aa HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=aaa HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=abajo HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=abc HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=about HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=academia HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=academic HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=acces HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=acceso HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=access HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=accessgranted HTTP/1.1"" 200 1702 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=acciones HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=account HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=accounting HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=active HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=actividades HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=activitats HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=actual HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=ada HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adm HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=admin HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=administracio HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=administracion HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=administration HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=administrator HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adminsitradores HTTP/1.1"" 200 1702 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adminsql HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=admon HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adrian HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adrianna HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=adsl HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=aerobics HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=afegir HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=agafar HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=agenda HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=agent HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
"127.0.0.1 - - [03/May/2021:03:05:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=agents HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
